Year,Al Gulch_3607,Al Gulch_609,Archuleta Mesa AA15_26,Archuleta Mesa B2_17,Archuleta Mesa c2_9,Archuleta Mesa c3_2,Archuleta Mesa B2_25,BM6_168,Cheesman Lake North_6,Cheesman Lake North_9,Cheesman Lake South_4,Cheesman Lake South_8,Cheesman Lake South_9,Cheesman Lake South_11,Cheesman Lake South_15,Cheesman Lake South_16,Cheesman Lake South_17,Crooked Creek_704,Five Pine Canyon_10,Hells Hole West_15,Hells Hole West_13,Hells Hole West_16,Hells Hole West_20,Hells Hole West_21,Hidden Valley South_307,Hidden Valley South_304,Hot Creek_13,Hot Creek_14,Hot Creek_17,Hot Creek_19,Loch Lomond_14,Loch Lomond_16,Loch Lomond_17,Loch Lomond_26,Lone Pine_6,22P,Manitou Demo Plot_11,Manitou Demo Plot_17,Manitou Old Growth_10,Manitou Old Growth_11,Manitou Old Growth_12,Manitou Old Growth_15,Manitou Old Growth_16,Mica Mine_7,Mica Mine_11,Mica Mine_12,Mica Mine_14,Missouri Gulch_5,Old Tree Cluster_27,Old Tree Cluster_29,Old Tree Cluster_35,Old Tree Cluster_15,Old Tree Cluster_16,Old Tree Cluster_17,Old Tree Cluster_64,Old Tree Cluster_25,Old Tree Cluster_68,Old Tree Cluster_36,Old Tree Cluster_65,Old Tree Cluster_30,Old Tree Cluster_38,Peabody Spur_901,Peabody Spur_905,Peabody Spur_904,Rollins Pass East_630,Rye Slough_304,Washout Gulch Burn_9,Washout Gulch Burn_22,Wet Mountains South_13,Wet Mountains South_14,Ashenfelder Lower_1,Ashenfelder Lower_2,Ashenfelder Upper_2,Ashenfelder Upper_3,Ashenfelder Upper_5,Ashenfelder Upper_10,Bear Lodge North_7,Bear Lodge North_10,Bear Lodge North_11,Cold Springs Creek_7,Lubrecht Experimental Forest_23
1367,1,0,,,,,,,,,0,0,1,0,0,1,1,,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1368,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1369,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1370,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1371,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1372,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1373,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1374,1,0,,,,,,,,,0,0,1,0,0,1,1,,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1375,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1376,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1377,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1378,1,0,,,,,,,,,0,0,1,0,0,1,1,,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1379,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1380,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1381,1,0,,,,,,,,,0,0,1,0,1,1,1,,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1382,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1383,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1384,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1385,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1386,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1387,2,0,,,,,,,,,0,0,1,0,1,1,1,,2,1,1,2,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1388,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1389,1,0,,,,,,,,,0,0,1,0,1,1,1,,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,2,0,2,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1390,1,0,,,,,,,,,0,0,1,0,1,1,1,,2,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1391,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1392,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1393,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1394,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,2,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1395,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1396,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1397,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1398,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,1,,
1399,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,2,,,,,,1,,1,,,,,1,,
1400,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,1,,
1401,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1402,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1403,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1404,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1405,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1406,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1407,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1408,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1409,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1410,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1411,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1412,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1413,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1414,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1415,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1416,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1417,1,0,,,,,,,,,0,0,1,0,1,1,2,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1418,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,2,1,1,2,0,2,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1419,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1420,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1421,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1422,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1423,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1424,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1425,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1426,1,0,,,,,,,,,0,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1427,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,2,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,
1428,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,,1,,1
1429,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,1,1,,1
1430,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,1,1,,1
1431,1,0,,,,,,,,,1,0,1,0,1,1,1,,2,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,1,1,,1
1432,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,1,1,,1
1433,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,,1,,,,1,1,,1
1434,2,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1435,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1436,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,2,1,1,,,,1,1,,1
1437,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1438,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1439,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,,,,,,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1440,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,1,0,0,1,,,,,,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1441,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1442,1,0,,,,,,,,,1,0,1,0,1,1,1,,2,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1443,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1444,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1445,1,0,,,,,,,,,1,0,1,0,2,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,2,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1446,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1447,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1448,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1449,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1450,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,,1
1451,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1452,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,2,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1453,1,0,,,,,,,,,1,0,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1454,1,0,,,,,,,,,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1455,1,0,,,,,,,,,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1456,1,0,,,,,,,,,1,1,1,0,1,2,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2,1,0,2,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1457,1,0,,,,,,,1,0,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1458,1,0,,,,,,,1,0,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1459,1,0,,,,,,,1,0,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,1,1,1,,,1,1,1,,1
1460,1,0,,,,,,,1,0,1,1,1,0,1,1,1,,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,,1,1,,,,,2,2,1,,,1,1,1,,1
